자치구,행정동,성별,연령대,총인구,1인가구,사회성,평일이동,휴일이동,기타이동,적은이동,많은이동,영상,생활,재정,"이동-
사회성"
용산구,용문동,1,30,503,94,6,8,11,9,0,20,5,5,6,0
용산구,용문동,1,35,524,86,13,4,6,4,0,18,5,3,6,0
용산구,용문동,1,40,586,72,12,14,8,12,0,12,10,8,15,0
용산구,용문동,1,45,491,62,9,13,6,6,0,9,8,9,7,0
용산구,용문동,1,50,456,65,11,10,12,6,0,4,10,9,15,0
용산구,용문동,1,55,445,60,6,8,6,7,0,4,7,11,11,0
용산구,용문동,1,60,311,46,6,7,4,8,0,2,6,7,4,0
용산구,용문동,1,65,276,54,6,7,12,3,0,1,4,3,7,0
용산구,용문동,1,70,204,37,7,5,2,2,0,0,4,2,3,0
용산구,용문동,1,75,125,27,3,3,3,1,0,0,3,1,2,3
용산구,용문동,1,80,69,14,1,1,2,0,0,0,1,1,2,4
용산구,용문동,1,85,39,10,1,1,1,0,0,0,1,0,1,4
용산구,용문동,1,90,4,1,1,0,0,0,0,0,0,0,0,0
용산구,용문동,2,20,358,117,6,9,4,8,0,8,10,2,4,0
용산구,용문동,2,25,423,105,11,6,7,7,0,10,6,8,6,0
용산구,용문동,2,30,581,71,2,9,8,11,0,13,8,4,7,0
용산구,용문동,2,35,533,58,6,4,3,4,0,12,4,5,3,0
용산구,용문동,2,40,531,35,5,5,3,9,0,6,8,3,6,0
용산구,용문동,2,45,496,37,2,9,6,9,0,6,9,5,3,0
용산구,용문동,2,50,475,30,3,4,4,3,0,2,4,5,6,0
용산구,용문동,2,55,506,28,5,1,1,4,0,1,3,1,1,0
용산구,용문동,2,60,379,51,4,20,2,16,0,2,10,7,3,0
용산구,용문동,2,65,322,70,4,11,6,8,0,1,9,9,4,0
용산구,용문동,2,70,241,49,5,8,0,7,0,1,9,7,5,0
용산구,용문동,2,75,224,70,3,8,5,5,1,0,6,4,5,2
용산구,용문동,2,80,133,36,2,5,1,3,1,0,3,1,1,2
용산구,용문동,2,85,34,6,1,0,0,0,1,0,1,0,0,6
용산구,용문동,2,90,13,3,2,0,0,0,0,0,1,0,0,1
용산구,용산2가동,1,20,368,68,6,7,5,6,0,7,9,5,6,0
용산구,용산2가동,1,25,561,110,7,4,11,8,0,14,7,8,11,0
용산구,용산2가동,1,30,759,131,12,13,7,12,0,26,9,11,9,0
용산구,용산2가동,1,35,546,106,9,12,4,6,0,20,11,10,10,0
용산구,용산2가동,1,40,515,76,15,6,5,7,0,13,11,11,20,0
용산구,용산2가동,1,45,451,61,5,7,5,5,0,10,9,11,7,0
용산구,용산2가동,1,50,419,62,10,10,7,6,0,4,11,17,22,0
용산구,용산2가동,1,55,454,60,12,11,6,10,0,3,11,6,7,0
용산구,용산2가동,1,60,343,59,10,9,12,12,0,3,9,14,6,0
용산구,용산2가동,1,65,289,63,3,4,11,2,0,1,3,4,10,0
용산구,용산2가동,1,70,214,41,8,4,1,6,0,0,5,2,2,0
용산구,용산2가동,1,75,102,31,1,2,3,1,0,0,2,1,1,3
용산구,용산2가동,1,80,94,28,2,3,1,2,0,0,3,2,2,14
용산구,용산2가동,1,85,24,3,0,1,1,1,0,0,0,0,1,1
용산구,용산2가동,1,90,4,2,1,0,0,1,0,0,1,0,0,7
용산구,용산2가동,2,20,345,120,1,7,6,4,0,8,4,6,10,0
용산구,용산2가동,2,25,536,123,9,7,7,3,0,15,7,5,7,0
용산구,용산2가동,2,30,633,87,4,8,4,4,0,15,3,9,4,0
용산구,용산2가동,2,35,462,50,3,10,3,8,0,8,6,6,0,0
용산구,용산2가동,2,40,492,39,11,4,5,1,0,7,9,4,6,0
용산구,용산2가동,2,45,458,37,7,4,8,5,0,6,5,6,2,0
용산구,용산2가동,2,50,439,31,8,6,4,4,0,2,5,6,8,0
용산구,용산2가동,2,55,547,39,7,7,7,4,0,2,7,7,6,0
용산구,용산2가동,2,60,389,47,2,15,3,15,0,2,7,5,3,0
용산구,용산2가동,2,65,324,77,6,14,5,12,0,1,12,10,10,0
용산구,용산2가동,2,70,264,52,8,12,2,7,0,0,7,7,3,0
용산구,용산2가동,2,75,247,71,4,12,8,10,3,1,3,5,9,10
용산구,용산2가동,2,80,121,40,3,4,5,5,1,0,5,3,3,19
용산구,용산2가동,2,85,86,28,3,3,1,4,1,0,4,2,0,16
용산구,용산2가동,2,90,13,2,1,1,0,1,1,0,1,1,0,10
용산구,원효로1동,1,20,351,95,12,15,8,12,0,8,11,5,9,0
용산구,원효로1동,1,25,520,98,11,11,9,5,0,15,9,8,10,0
용산구,원효로1동,1,30,806,121,21,7,11,5,0,28,16,9,12,0
용산구,원효로1동,1,35,685,115,17,5,8,3,0,26,12,8,8,0
용산구,원효로1동,1,40,670,85,16,6,10,7,0,16,14,12,15,0
용산구,원효로1동,1,45,479,62,12,5,10,3,0,10,10,8,5,0
용산구,원효로1동,1,50,465,59,16,5,8,3,0,4,11,9,15,0
용산구,원효로1동,1,55,484,58,9,6,7,3,0,4,9,6,8,0
용산구,원효로1동,1,60,301,40,4,7,8,3,0,2,4,7,5,0
용산구,원효로1동,1,65,284,42,2,4,7,2,0,1,3,2,6,0
용산구,원효로1동,1,70,175,28,6,1,1,1,0,0,3,0,3,0
용산구,원효로1동,1,75,125,33,4,6,1,2,0,0,5,1,2,7
용산구,원효로1동,1,80,50,11,0,1,0,1,0,0,0,0,0,0
용산구,원효로1동,1,85,19,5,0,0,1,0,0,0,0,1,1,0
용산구,원효로1동,1,90,9,3,1,0,0,0,0,0,0,1,0,0
용산구,원효로1동,2,20,503,108,7,9,8,8,0,9,10,5,3,0
용산구,원효로1동,2,25,667,115,4,7,16,6,0,18,5,8,9,0
용산구,원효로1동,2,30,778,99,8,6,9,6,0,22,4,6,7,0
용산구,원효로1동,2,35,720,83,5,7,3,7,0,19,6,4,6,0
용산구,원효로1동,2,40,520,40,6,3,6,4,0,8,5,4,5,0
용산구,원효로1동,2,45,510,37,5,6,6,4,0,6,7,5,5,0
용산구,원효로1동,2,50,516,36,7,3,4,3,0,2,4,1,8,0
용산구,원효로1동,2,55,496,31,3,7,3,4,0,2,5,3,5,0
용산구,원효로1동,2,60,372,51,5,15,5,14,0,2,9,5,7,0
용산구,원효로1동,2,65,272,47,3,8,5,6,0,1,8,2,6,0
용산구,원효로1동,2,70,236,47,3,9,1,7,0,0,7,3,3,0
용산구,원효로1동,2,75,153,37,1,4,3,2,0,0,3,3,2,1
용산구,원효로1동,2,80,98,30,1,4,1,1,1,0,1,3,3,3
용산구,원효로1동,2,85,37,13,0,2,0,2,0,0,2,1,0,1
용산구,원효로1동,2,90,6,2,1,0,0,0,0,0,1,0,0,0
용산구,원효로2동,1,20,418,116,9,9,7,15,0,8,10,8,3,0
용산구,원효로2동,1,25,378,95,9,5,7,8,0,13,10,9,10,0
용산구,원효로2동,1,30,580,94,11,4,7,5,0,23,7,5,14,0
용산구,원효로2동,1,35,571,89,9,3,9,4,0,20,7,5,10,0
용산구,원효로2동,1,40,694,88,14,6,17,4,0,18,12,8,14,0
용산구,원효로2동,1,45,630,80,16,13,8,10,0,12,19,4,7,0
용산구,원효로2동,1,50,623,77,15,5,10,3,0,7,15,7,23,0
용산구,원효로2동,1,55,528,60,11,2,7,4,0,4,9,9,11,0
용산구,원효로2동,1,60,356,45,5,3,7,3,0,2,4,4,2,0
용산구,원효로2동,1,65,307,43,7,0,8,2,0,1,3,3,7,0
용산구,원효로2동,1,70,219,29,6,1,1,3,0,0,3,2,3,0
용산구,원효로2동,1,75,151,36,2,1,3,1,0,1,2,2,2,7
용산구,원효로2동,1,80,90,22,2,1,1,0,0,0,1,2,2,5
용산구,원효로2동,1,85,42,10,0,0,1,0,0,0,1,1,1,1
용산구,원효로2동,1,90,9,2,0,0,0,0,0,0,0,1,0,0
용산구,원효로2동,2,20,483,133,8,10,5,11,0,10,6,5,7,0
용산구,원효로2동,2,25,423,106,4,4,7,1,0,14,4,7,9,0
용산구,원효로2동,2,30,612,73,3,5,5,8,0,15,4,5,5,0
용산구,원효로2동,2,35,627,65,2,3,8,4,0,14,3,3,5,0
용산구,원효로2동,2,40,684,51,7,9,6,15,0,9,5,9,12,0
용산구,원효로2동,2,45,663,38,5,6,9,7,0,6,5,4,5,0
용산구,원효로2동,2,50,617,38,5,4,5,5,0,2,7,2,5,0
용산구,원효로2동,2,55,559,32,7,1,5,1,0,2,4,5,4,0
용산구,원효로2동,2,60,437,45,3,18,5,12,0,2,6,6,3,0
용산구,원효로2동,2,65,343,57,2,5,7,3,0,1,3,3,5,0
용산구,원효로2동,2,70,318,57,6,4,2,6,0,1,6,7,3,0
용산구,원효로2동,2,75,207,51,4,1,3,3,1,0,2,3,3,2
용산구,원효로2동,2,80,174,44,0,0,1,0,0,0,1,2,2,4
용산구,원효로2동,2,85,85,23,3,1,1,1,0,0,1,1,1,0
용산구,원효로2동,2,90,16,3,0,0,0,0,0,0,0,0,0,5
용산구,이촌1동,1,20,533,171,14,22,5,19,0,12,14,6,5,0
용산구,이촌1동,1,25,541,187,17,15,7,21,0,16,19,23,14,0
용산구,이촌1동,1,30,705,163,12,14,8,13,0,31,11,12,13,0
용산구,이촌1동,1,35,949,191,19,11,11,11,0,37,14,13,15,0
용산구,이촌1동,1,40,"1,223",185,21,20,16,15,0,32,17,20,24,0
용산구,이촌1동,1,45,"1,189",186,31,30,16,20,0,28,29,21,18,0
용산구,이촌1동,1,50,897,137,26,14,8,9,0,11,17,13,38,0
용산구,이촌1동,1,55,851,119,18,14,8,9,0,8,16,11,21,0
용산구,이촌1동,1,60,568,87,9,13,5,9,0,5,9,7,6,0
용산구,이촌1동,1,65,392,76,7,3,21,2,0,2,2,4,13,0
용산구,이촌1동,1,70,374,61,8,4,6,6,0,1,7,1,4,0
용산구,이촌1동,1,75,302,83,2,5,17,4,1,1,3,1,11,3
용산구,이촌1동,1,80,203,50,3,3,6,4,0,0,2,2,8,1
용산구,이촌1동,1,85,96,27,2,1,1,3,0,0,3,0,2,6
용산구,이촌1동,1,90,42,14,2,2,1,3,0,0,2,0,1,2
용산구,이촌1동,2,20,594,218,14,20,6,12,0,14,10,6,7,0
용산구,이촌1동,2,25,638,239,10,10,13,23,0,24,16,21,18,0
용산구,이촌1동,2,30,955,129,1,22,6,13,0,23,3,14,8,0
용산구,이촌1동,2,35,"1,275",143,15,19,7,21,0,25,16,17,5,0
용산구,이촌1동,2,40,"1,492",101,15,16,9,27,0,16,24,21,14,0
용산구,이촌1동,2,45,"1,170",75,9,14,5,20,0,10,12,13,7,0
용산구,이촌1동,2,50,971,51,11,9,5,11,0,3,10,3,11,0
용산구,이촌1동,2,55,863,44,11,6,4,7,0,2,11,5,6,0
용산구,이촌1동,2,60,608,80,6,32,6,25,0,3,18,5,5,0
용산구,이촌1동,2,65,544,112,6,17,14,14,0,1,11,11,16,0
용산구,이촌1동,2,70,485,105,12,20,3,22,0,1,24,7,10,0
용산구,이촌1동,2,75,368,106,1,13,11,16,4,1,9,3,6,2
용산구,이촌1동,2,80,335,99,4,13,10,16,4,1,12,6,7,5
용산구,이촌1동,2,85,197,57,3,3,4,5,6,1,5,3,5,10
용산구,이촌1동,2,90,64,19,3,1,1,2,1,0,2,2,1,5
용산구,이촌2동,1,20,238,69,12,9,5,5,0,4,5,2,3,0
용산구,이촌2동,1,25,289,90,8,11,8,6,0,7,5,6,6,0
용산구,이촌2동,1,30,396,80,8,9,11,3,0,15,6,8,6,0
용산구,이촌2동,1,35,364,70,7,5,6,2,0,12,2,5,5,0
용산구,이촌2동,1,40,378,43,8,5,5,3,0,8,3,5,11,0
용산구,이촌2동,1,45,301,36,11,3,5,2,0,6,6,6,2,0
용산구,이촌2동,1,50,326,47,9,4,7,4,0,3,7,10,10,0
용산구,이촌2동,1,55,353,49,7,7,8,5,0,3,5,8,5,0
용산구,이촌2동,1,60,276,40,5,9,5,7,0,2,6,4,4,0
용산구,이촌2동,1,65,213,40,1,4,10,3,0,1,2,1,4,0
용산구,이촌2동,1,70,159,32,5,2,1,3,0,0,6,0,1,0
용산구,이촌2동,1,75,106,29,1,3,5,1,0,0,2,0,3,4
용산구,이촌2동,1,80,83,22,1,1,1,0,1,0,2,0,1,0
용산구,이촌2동,1,85,26,8,1,1,1,1,0,0,0,0,0,0
용산구,이촌2동,1,90,7,2,1,0,0,0,0,0,0,0,0,0
용산구,이촌2동,2,20,225,76,3,4,1,4,0,6,1,3,1,0
용산구,이촌2동,2,25,273,78,1,6,6,6,0,9,2,0,8,0
용산구,이촌2동,2,30,419,65,1,7,5,7,0,13,4,6,5,0
용산구,이촌2동,2,35,363,49,2,10,3,7,0,10,3,2,3,0
용산구,이촌2동,2,40,349,25,1,4,4,2,0,5,1,3,4,0
용산구,이촌2동,2,45,332,22,2,6,4,5,0,3,3,3,4,0
용산구,이촌2동,2,50,400,28,6,2,4,1,0,2,5,3,6,0
용산구,이촌2동,2,55,451,38,8,3,4,2,0,2,7,4,4,0
용산구,이촌2동,2,60,360,46,3,10,5,12,0,2,4,1,3,0
용산구,이촌2동,2,65,276,64,2,13,12,6,0,1,6,6,6,0
용산구,이촌2동,2,70,208,39,1,4,0,2,0,0,3,2,1,0
용산구,이촌2동,2,75,170,53,2,6,3,3,1,0,5,1,3,5
용산구,이촌2동,2,80,120,30,2,2,0,1,7,0,2,1,0,5
용산구,이촌2동,2,85,55,19,2,0,0,0,0,0,0,2,2,1
용산구,이촌2동,2,90,17,3,1,0,0,0,1,0,0,0,0,0
용산구,이태원1동,1,20,275,47,0,2,9,0,0,6,2,5,5,0
용산구,이태원1동,1,25,459,112,3,2,12,6,0,17,6,19,12,0
용산구,이태원1동,1,30,465,91,10,7,12,10,0,17,8,12,10,0
용산구,이태원1동,1,35,405,80,9,3,4,3,0,17,9,7,5,0
용산구,이태원1동,1,40,332,43,5,5,4,5,0,8,5,5,11,0
용산구,이태원1동,1,45,320,57,10,8,11,10,0,8,7,10,7,0
용산구,이태원1동,1,50,285,41,14,7,9,2,0,3,9,8,9,0
용산구,이태원1동,1,55,302,33,10,5,1,4,0,2,6,7,2,0
용산구,이태원1동,1,60,213,34,6,5,8,5,0,1,3,4,3,0
용산구,이태원1동,1,65,160,33,3,1,7,1,0,1,1,2,6,0
용산구,이태원1동,1,70,103,20,1,1,0,2,0,0,3,1,1,0
용산구,이태원1동,1,75,103,32,3,4,5,4,1,0,3,3,4,2
용산구,이태원1동,1,80,77,22,1,1,1,1,0,0,1,1,2,0
용산구,이태원1동,1,85,26,7,1,1,1,0,1,0,1,0,1,0
용산구,이태원1동,1,90,11,3,1,0,0,0,0,0,0,0,0,6
용산구,이태원1동,2,20,197,54,3,3,3,3,0,5,3,4,6,0
용산구,이태원1동,2,25,320,72,6,5,6,1,0,11,6,10,7,0
용산구,이태원1동,2,30,360,64,5,4,6,9,0,13,5,10,2,0
용산구,이태원1동,2,35,339,49,3,1,9,3,0,8,4,10,3,0
용산구,이태원1동,2,40,281,31,5,4,4,4,0,5,3,4,6,0
용산구,이태원1동,2,45,280,31,5,2,2,1,0,6,6,7,7,0
용산구,이태원1동,2,50,311,35,4,6,4,6,0,2,9,4,7,0
용산구,이태원1동,2,55,303,23,3,4,8,4,0,1,3,7,3,0
용산구,이태원1동,2,60,278,40,3,12,5,10,0,2,6,7,4,0
용산구,이태원1동,2,65,199,45,2,5,4,5,0,1,2,9,7,0
용산구,이태원1동,2,70,194,42,2,11,0,8,0,0,4,4,5,0
용산구,이태원1동,2,75,175,65,2,11,5,5,1,1,5,8,6,6
용산구,이태원1동,2,80,72,24,1,1,1,2,0,0,0,3,4,0
용산구,이태원1동,2,85,42,13,0,0,0,0,0,0,0,1,0,7
용산구,이태원1동,2,90,8,5,0,0,0,1,0,0,0,0,1,0
용산구,이태원2동,1,20,271,63,7,2,5,1,0,6,4,9,1,0
용산구,이태원2동,1,25,467,116,9,2,6,4,0,13,9,14,9,0
용산구,이태원2동,1,30,564,102,14,7,7,9,0,19,10,9,7,0
용산구,이태원2동,1,35,469,93,7,2,9,3,0,19,3,11,5,0
용산구,이태원2동,1,40,480,71,15,7,7,6,0,11,8,12,10,0
용산구,이태원2동,1,45,387,55,10,5,8,3,0,9,7,6,2,0
용산구,이태원2동,1,50,322,56,15,7,5,5,0,3,11,13,8,0
용산구,이태원2동,1,55,335,50,4,7,6,7,0,2,7,10,6,0
용산구,이태원2동,1,60,264,41,11,9,2,11,0,1,13,5,1,0
용산구,이태원2동,1,65,200,43,5,2,6,4,0,1,4,5,6,0
용산구,이태원2동,1,70,131,29,6,4,1,2,0,0,2,1,2,0
용산구,이태원2동,1,75,159,47,2,4,2,2,1,0,2,2,4,1
용산구,이태원2동,1,80,108,34,0,3,3,5,1,0,4,2,1,6
용산구,이태원2동,1,85,33,9,2,2,0,2,0,0,2,0,1,2
용산구,이태원2동,1,90,12,3,0,0,0,0,0,0,0,0,0,4
용산구,이태원2동,2,20,265,80,4,4,8,5,0,7,3,4,0,0
용산구,이태원2동,2,25,433,116,0,6,7,9,0,17,1,19,5,0
용산구,이태원2동,2,30,563,88,6,2,2,5,0,18,9,7,6,0
용산구,이태원2동,2,35,472,67,5,1,5,3,0,12,4,10,4,0
용산구,이태원2동,2,40,417,33,3,3,2,3,0,6,3,9,5,0
용산구,이태원2동,2,45,330,30,6,2,1,3,0,5,5,5,3,0
용산구,이태원2동,2,50,372,32,3,5,7,5,0,2,6,4,7,0
용산구,이태원2동,2,55,435,35,5,1,6,2,0,2,2,3,9,0
용산구,이태원2동,2,60,315,45,4,16,3,10,0,2,6,3,3,0
용산구,이태원2동,2,65,284,61,4,6,4,6,0,1,4,6,9,0
용산구,이태원2동,2,70,233,54,5,11,0,8,0,1,7,4,1,0
용산구,이태원2동,2,75,199,68,4,10,7,9,1,1,5,3,4,4
용산구,이태원2동,2,80,163,54,3,0,4,2,0,0,1,6,3,2
용산구,이태원2동,2,85,49,16,3,3,0,3,1,0,3,1,0,11
용산구,이태원2동,2,90,8,1,1,0,0,0,1,0,0,0,0,2
용산구,청파동,1,20,716,189,15,19,11,14,0,16,12,17,11,0
용산구,청파동,1,25,"1,003",209,19,15,22,13,0,29,17,23,27,0
용산구,청파동,1,30,"1,026",168,20,12,17,7,0,35,15,16,21,0
용산구,청파동,1,35,783,140,18,6,12,7,0,29,17,6,13,0
용산구,청파동,1,40,833,103,22,14,10,14,0,20,19,13,24,0
용산구,청파동,1,45,847,115,17,16,19,12,0,18,16,18,13,0
용산구,청파동,1,50,805,112,22,9,23,9,0,6,16,23,32,0
용산구,청파동,1,55,704,100,18,11,17,12,0,5,13,18,12,0
용산구,청파동,1,60,470,65,13,9,13,9,0,3,11,13,6,0
용산구,청파동,1,65,384,72,11,5,13,4,0,1,4,10,12,0
용산구,청파동,1,70,318,57,16,7,3,3,0,0,5,13,4,0
용산구,청파동,1,75,213,53,2,5,4,1,2,0,4,2,6,6
용산구,청파동,1,80,132,36,3,2,2,1,4,0,3,1,2,14
용산구,청파동,1,85,41,12,1,1,1,1,1,0,1,1,1,8
용산구,청파동,1,90,12,3,0,0,0,0,0,0,0,0,0,0
용산구,청파동,2,20,"1,897",311,21,24,30,18,0,33,18,13,12,0
용산구,청파동,2,25,"1,268",223,17,15,19,13,0,34,16,17,24,0
용산구,청파동,2,30,964,125,6,18,4,14,0,24,10,11,8,0
용산구,청파동,2,35,770,96,12,5,8,6,0,21,13,9,8,0
용산구,청파동,2,40,836,65,8,9,12,14,0,12,11,4,8,0
용산구,청파동,2,45,862,69,14,11,15,13,0,11,15,13,5,0
용산구,청파동,2,50,853,66,10,5,14,7,0,4,10,6,14,0
용산구,청파동,2,55,759,59,11,3,9,3,0,4,6,6,11,0
용산구,청파동,2,60,592,82,9,21,10,24,0,3,18,12,3,0
용산구,청파동,2,65,521,92,9,14,16,10,0,1,9,15,9,0
용산구,청파동,2,70,432,85,10,13,0,11,0,1,10,11,6,0
용산구,청파동,2,75,317,81,3,10,7,5,2,1,5,6,4,4
용산구,청파동,2,80,240,64,6,10,4,8,6,0,5,7,4,19
용산구,청파동,2,85,102,38,5,5,2,4,1,0,4,4,1,15
용산구,청파동,2,90,18,6,2,0,1,2,1,0,0,2,1,5
용산구,한강로동,1,20,542,65,7,8,7,6,0,6,5,7,3,0
용산구,한강로동,1,25,579,131,17,7,10,6,0,20,15,12,11,0
용산구,한강로동,1,30,705,106,11,6,9,5,0,23,10,9,9,0
용산구,한강로동,1,35,700,120,24,6,12,4,0,26,16,7,7,0
용산구,한강로동,1,40,610,78,18,8,14,3,0,15,13,10,17,0
용산구,한강로동,1,45,531,68,15,8,11,5,0,12,12,8,11,0
용산구,한강로동,1,50,624,87,32,8,12,6,0,6,27,11,20,0
용산구,한강로동,1,55,637,89,17,9,9,6,0,6,15,10,15,0
용산구,한강로동,1,60,491,68,12,11,5,6,0,4,11,8,6,0
용산구,한강로동,1,65,398,66,7,4,15,1,0,1,1,5,8,0
용산구,한강로동,1,70,292,50,5,5,2,2,0,1,3,2,6,0
용산구,한강로동,1,75,158,37,3,2,5,1,0,0,1,2,5,2
용산구,한강로동,1,80,121,34,3,4,2,3,0,0,3,1,2,6
용산구,한강로동,1,85,50,11,1,1,0,0,0,0,1,0,2,0
용산구,한강로동,1,90,27,10,2,2,0,1,0,0,2,1,0,5
용산구,한강로동,2,20,391,91,7,8,3,5,0,7,3,6,3,0
용산구,한강로동,2,25,644,134,9,7,8,7,0,17,7,10,9,0
용산구,한강로동,2,30,801,101,5,10,6,7,0,21,5,8,5,0
용산구,한강로동,2,35,676,77,9,4,5,5,0,17,9,6,5,0
용산구,한강로동,2,40,578,43,8,3,3,3,0,8,7,6,5,0
용산구,한강로동,2,45,507,43,6,5,7,7,0,7,6,9,5,0
용산구,한강로동,2,50,629,46,9,7,7,6,0,3,6,4,11,0
용산구,한강로동,2,55,687,40,9,6,6,5,0,2,9,3,5,0
용산구,한강로동,2,60,508,60,6,20,4,17,0,3,9,7,4,0
용산구,한강로동,2,65,417,80,8,16,11,8,0,1,7,6,11,0
용산구,한강로동,2,70,313,65,4,15,2,11,0,1,10,7,5,0
용산구,한강로동,2,75,235,61,1,7,8,6,2,1,3,4,5,5
용산구,한강로동,2,80,207,55,2,8,2,5,1,1,6,4,4,16
용산구,한강로동,2,85,91,25,2,2,1,2,0,0,1,1,1,13
용산구,한강로동,2,90,19,8,2,1,0,1,1,0,1,1,0,1
용산구,한남동,1,20,537,137,9,12,6,9,0,11,10,6,4,0
용산구,한남동,1,25,925,227,21,12,17,12,0,31,19,30,16,0
용산구,한남동,1,30,"1,185",228,18,16,16,9,0,46,15,25,15,0
용산구,한남동,1,35,"1,050",202,25,9,11,8,0,44,21,19,10,0
용산구,한남동,1,40,926,133,22,9,17,11,0,25,17,30,27,0
용산구,한남동,1,45,829,126,23,9,18,5,0,22,20,17,12,0
용산구,한남동,1,50,778,112,34,11,13,8,0,8,23,18,24,0
용산구,한남동,1,55,797,118,22,5,14,6,0,7,16,23,21,0
용산구,한남동,1,60,555,84,17,9,9,9,0,5,14,9,6,0
용산구,한남동,1,65,465,94,11,5,16,4,0,2,2,8,14,0
용산구,한남동,1,70,356,68,12,6,4,5,0,1,4,6,7,0
용산구,한남동,1,75,238,60,3,4,8,1,2,1,1,3,8,4
용산구,한남동,1,80,154,39,3,4,1,4,1,0,3,0,2,3
용산구,한남동,1,85,53,12,0,2,1,1,0,0,1,0,1,4
용산구,한남동,1,90,13,3,1,0,0,0,0,0,0,1,0,0
용산구,한남동,2,20,601,170,11,9,5,9,0,15,6,14,8,0
용산구,한남동,2,25,904,246,16,8,11,11,0,28,11,23,13,0
용산구,한남동,2,30,"1,208",194,11,20,14,17,0,37,9,19,9,0
용산구,한남동,2,35,987,142,16,8,7,5,0,30,14,17,7,0
용산구,한남동,2,40,872,96,15,2,13,5,0,17,12,17,10,0
용산구,한남동,2,45,860,85,11,9,9,6,0,14,16,18,8,0
용산구,한남동,2,50,912,79,13,7,10,5,0,5,11,11,10,0
용산구,한남동,2,55,890,64,15,5,7,2,0,4,14,14,12,0
용산구,한남동,2,60,711,97,5,23,9,18,0,5,11,12,8,0
용산구,한남동,2,65,556,120,11,11,17,9,0,2,6,12,21,0
용산구,한남동,2,70,446,96,10,9,1,9,0,1,7,9,5,0
용산구,한남동,2,75,362,118,3,10,12,8,1,1,5,7,10,2
용산구,한남동,2,80,237,68,5,6,5,5,1,1,3,4,3,12
용산구,한남동,2,85,81,26,2,3,1,3,0,0,2,3,1,8
용산구,한남동,2,90,42,17,5,0,0,0,0,0,1,2,0,8
용산구,효창동,1,20,337,112,8,6,11,6,0,12,13,8,13,0
용산구,효창동,1,25,295,68,8,8,5,6,0,7,8,6,4,0
용산구,효창동,1,30,372,62,5,5,5,4,0,13,2,5,4,0
용산구,효창동,1,35,376,60,2,3,4,2,0,14,4,3,4,0
용산구,효창동,1,40,421,59,14,3,11,4,0,11,8,7,13,0
용산구,효창동,1,45,398,61,7,8,5,9,0,9,7,6,10,0
용산구,효창동,1,50,373,55,11,3,9,4,0,4,9,9,14,0
용산구,효창동,1,55,331,40,11,1,5,0,0,2,10,4,4,0
용산구,효창동,1,60,218,30,4,3,3,4,0,1,4,4,3,0
용산구,효창동,1,65,156,26,3,3,6,1,0,0,4,1,2,0
용산구,효창동,1,70,130,24,6,3,0,3,0,0,3,0,2,0
용산구,효창동,1,75,113,27,1,3,3,3,0,0,1,0,3,0
용산구,효창동,1,80,86,24,1,0,2,0,1,0,1,0,1,2
용산구,효창동,1,85,42,13,3,1,0,0,0,0,0,0,0,0
용산구,효창동,1,90,15,4,1,1,0,1,0,0,1,0,0,1
용산구,효창동,2,20,336,95,4,5,5,5,0,7,3,3,4,0
용산구,효창동,2,25,333,79,3,2,9,6,0,11,4,7,7,0
용산구,효창동,2,30,372,48,3,6,2,6,0,10,4,4,5,0
용산구,효창동,2,35,383,48,8,5,7,3,0,10,5,2,2,0
용산구,효창동,2,40,422,27,2,8,3,6,0,5,3,3,5,0
용산구,효창동,2,45,431,33,3,3,3,7,0,5,6,7,0,0
용산구,효창동,2,50,370,30,5,4,3,3,0,2,5,3,8,0
용산구,효창동,2,55,367,20,2,1,2,3,0,1,3,2,1,0
용산구,효창동,2,60,247,35,1,11,3,12,0,1,2,2,5,0
용산구,효창동,2,65,232,49,3,5,9,4,0,1,3,2,7,0
용산구,효창동,2,70,202,42,3,8,0,6,0,0,8,2,3,0
용산구,효창동,2,75,174,54,1,9,3,7,0,0,4,3,7,10
용산구,효창동,2,80,100,25,2,1,1,1,1,0,2,0,2,1
용산구,효창동,2,85,32,8,3,1,0,0,0,0,1,1,0,0
용산구,효창동,2,90,2,1,1,0,0,0,0,0,0,0,0,0
용산구,후암동,1,20,624,201,16,26,2,16,0,14,14,12,6,0
용산구,후암동,1,25,700,178,16,15,8,13,0,16,18,13,15,0
용산구,후암동,1,30,867,160,11,14,9,12,0,33,10,16,14,0
용산구,후암동,1,35,755,144,14,12,10,9,0,28,12,12,12,0
용산구,후암동,1,40,789,97,12,20,10,11,0,15,11,19,20,0
용산구,후암동,1,45,751,103,13,18,12,16,0,16,14,15,13,0
용산구,후암동,1,50,692,105,15,16,22,11,0,6,13,23,24,0
용산구,후암동,1,55,649,93,15,14,16,14,0,5,12,20,17,0
용산구,후암동,1,60,466,75,8,13,12,11,0,3,8,16,8,0
용산구,후암동,1,65,369,70,7,5,9,5,0,1,4,4,7,0
용산구,후암동,1,70,298,63,11,6,3,4,0,1,3,9,6,0
용산구,후암동,1,75,197,47,3,8,5,2,1,0,3,2,6,18
용산구,후암동,1,80,112,36,3,3,1,2,1,0,5,1,3,10
용산구,후암동,1,85,32,13,2,2,0,1,0,0,2,0,0,2
용산구,후암동,1,90,5,1,0,0,0,0,1,0,0,0,0,1
